"fips","manufacturing","total_persons","year"
"48065",584,4764,1990
"48067",3888,16831,1990
"48069",584,5793,1990
"48071",4251,18222,1990
"48073",4893,23386,1990
"48075",18,4147,1990
"48077",841,6507,1990
"48079",268,2799,1990
"48081",146,2162,1990
"48083",724,6074,1990
"48085",139144,744456,1990
"48087",140,2514,1990
"48089",1187,10891,1990
"48091",9252,63252,1990
"48093",889,7931,1990
"48095",79,1868,1990
"48097",4365,20727,1990
"48099",4938,70279,1990
"48101",22,1618,1990
"48103",253,3441,1990
"48105",137,3010,1990
"48107",350,4639,1990
"48109",23,2570,1990
"48111",275,4336,1990
"48113",904051,5724468,1990
"48115",408,8841,1990
"48117",2100,13459,1990
"48119",582,2740,1990
"48121",136170,796506,1990
"48123",1795,11004,1990
"48125",113,1546,1990
"48127",439,5476,1990
"48129",101,2540,1990
"48131",186,6435,1990
"48133",1286,11697,1990
"48135",33430,285135,1990
"48137",37,1381,1990
"48139",24238,102468,1990
"48141",219723,1269600,1990
"48143",2833,19921,1990
"48145",1222,9634,1990
"48147",3559,14833,1990
"48149",1660,12267,1990
"48151",313,2823,1990
"48153",380,5591,1990
"48155",105,1252,1990
"48157",65488,534810,1990
"48159",620,4065,1990
"48161",638,9394,1990
"48163",314,8218,1990
"48165",515,9089,1990
"48167",88135,563203,1990
"48169",129,3380,1990
"48171",1018,10051,1990
"48173",21,570,1990
"48175",221,3148,1990
"48177",1306,10794,1990
"48179",2722,19008,1990
"48181",48353,187747,1990
"48183",47630,234812,1990
"48185",1606,9131,1990
"48187",15731,90835,1990
"48189",3864,26269,1990
"48191",120,2833,1990
"48193",401,4726,1990
"48195",98,4419,1990
"48197",463,3501,1990
"48199",10051,52964,1990
"48201",995948,7471932,1990
"48203",12875,59465,1990
"48205",60,2803,1990
"48207",85,4482,1990
"48209",8308,78402,1990
"48211",82,2768,1990
"48213",4738,32623,1990
"48215",62215,588547,1990
"48217",2609,15650,1990
"48219",710,17200,1990
"48221",1683,14242,1990
"48223",3191,19053,1990
"48225",1748,11206,1990
"48227",1885,21442,1990
"48229",26,1401,1990
"48231",13169,44841,1990
"48233",3318,17758,1990
"48235",92,1024,1990
"48237",347,4376,1990
"48239",758,7816,1990
"48241",3275,15269,1990
"48243",7,881,1990
"48245",98728,565662,1990
"48247",98,3314,1990
"48249",1201,21964,1990
"48251",25803,112316,1990
"48253",871,11772,1990
"48255",777,7279,1990
"48257",9364,57327,1990
"48259",653,9354,1990
"48261",0,216,1990
"48263",2,689,1990
"48265",1811,21335,1990
"48267",315,2986,1990
"48269",0,192,1990
"48271",34,1501,1990
"48273",2113,21077,1990
"48275",100,3215,1990
"48277",6803,29415,1990
"48279",1082,9792,1990
"48281",700,8214,1990
"48283",52,3431,1990
"48285",3018,11837,1990
"48287",1127,7758,1990
"48289",578,6361,1990
"48291",8183,49545,1990
"48293",1043,12775,1990
"48295",186,2432,1990
"48297",435,5462,1990
"48299",284,6118,1990
"48301",0,59,1990
"48303",45108,560293,1990
"48305",186,4165,1990
"48307",631,5159,1990
"48309",71967,418381,1990
"48311",23,389,1990
"48313",221,4809,1990
"48315",834,4224,1990
"48317",70,2742,1990
"48319",64,2207,1990
"48321",2791,24787,1990
"48323",2173,16399,1990
"48325",1541,15894,1990
"48327",79,1466,1990
"48329",14058,265032,1990
"48331",2668,12965,1990
"48333",309,2433,1990
"48335",202,4855,1990
"48337",2153,10252,1990
"48339",23959,203049,1990
"48341",4031,15097,1990
"48343",1761,7540,1990
"48345",109,1022,1990
"48347",5836,37724,1990
"48349",4976,28351,1990
"48351",1493,5232,1990
"48353",1783,12117,1990
"48355",66149,689406,1990
"48357",341,7477,1990
"48359",36,1490,1990
"48361",19923,84937,1990
"48363",3963,16304,1990
"48365",1228,11404,1990
"48367",16262,73367,1990
"48369",1340,6506,1990
"48371",382,9458,1990
"48373",2355,13528,1990
"48375",34032,239430,1990
"48377",164,3723,1990
"48379",600,3426,1990
"48381",21705,234874,1990
"48383",72,3179,1990
"48385",347,6113,1990
"48387",8920,38631,1990
"48389",1523,42357,1990
"48391",1502,23769,1990
"48393",125,3865,1990
"48395",5407,43179,1990
"48397",23223,138019,1990
"48399",8290,36240,1990
"48401",21462,126769,1990
"48403",3345,21885,1990
"48405",3867,19675,1990
"48407",6485,39561,1990
"48409",21611,213853,1990
"48411",1227,15035,1990
"48413",349,8726,1990
"48415",3301,54992,1990
"48417",519,10749,1990
"48419",11367,57595,1990
"48421",579,10097,1990
"48423",104237,679104,1990
"48425",976,14629,1990
"48427",2510,85200,1990
"48429",2315,26490,1990
"48431",112,4709,1990
"48433",56,6136,1990
"48435",145,14159,1990
"48437",2156,26155,1990
"48439",1415197,7099586,1990
"48441",58835,582515,1990
"48443",131,4725,1990
"48445",1479,39133,1990
"48447",159,6158,1990
"48449",16564,75972,1990
"48451",58446,477038,1990
"48453",412732,3491278,1990
"48455",3903,29435,1990
"48457",9632,42122,1990
"48459",18244,92666,1990
"48461",384,13607,1990
"48463",4595,65380,1990
"48465",7179,98082,1990
"48467",15664,108028,1990
"48469",51367,357255,1990
"48471",9665,137910,1990
"48473",10220,83402,1990
"48475",1453,38304,1990
"48477",13404,88640,1990
"48479",29288,539260,1990
"48481",15672,127572,1990
"48483",268,19115,1990
"48485",85922,574787,1990
"48487",6077,50478,1990
"48489",4405,42505,1990
"48491",134500,688866,1990
"48493",6825,69403,1990
"48495",1127,24567,1990
"48497",20126,107620,1990
"48499",11173,82864,1990
"48501",1166,27380,1990
"48503",8331,60210,1990
"48505",689,19848,1990
"48507",3196,28592,1990
