"fips","less_12","college","total_persons","year"
"39027",42057,19119,162646,1990
"39029",145856,44410,518542,1990
"39031",48097,13784,168095,1990
"39033",62210,21908,235216,1990
"39035",1922340,1974806,8572292,1990
"39037",67188,22280,252381,1990
"39039",38963,22644,174378,1990
"39041",54702,100693,361728,1990
"39043",82061,54069,368464,1990
"39045",118437,86942,557890,1990
"39047",45598,11049,130273,1990
"39049",1002692,1684421,5845430,1990
"39051",40884,20857,196685,1990
"39053",48775,14809,136478,1990
"39055",74586,116614,428945,1990
"39057",142376,214674,820783,1990
"39059",10161,3435,35420,1990
"39061",533782,663216,2475061,1990
"39063",11568,13276,68167,1990
"39065",7632,3380,28761,1990
"39067",4548,1106,15234,1990
"39069",6553,2841,27101,1990
"39071",10630,2624,31150,1990
"39073",6930,1767,21249,1990
"39075",10651,1472,21026,1990
"39077",13831,5305,53761,1990
"39079",10770,2323,28216,1990
"39081",57213,20226,205078,1990
"39083",10490,5573,42362,1990
"39085",137134,127658,735497,1990
"39087",49574,13267,149311,1990
"39089",75953,39847,311826,1990
"39091",9881,3404,38757,1990
"39093",186305,103527,794082,1990
"39095",296799,245246,1359763,1990
"39097",15851,5100,53346,1990
"39099",182634,118256,776365,1990
"39101",16626,6093,61834,1990
"39103",50672,49163,280831,1990
"39105",6949,1378,19136,1990
"39107",8745,3156,35696,1990
"39109",38170,22181,160896,1990
"39111",3909,975,13138,1990
"39113",348192,356589,1674584,1990
"39115",2938,818,10774,1990
"39117",5966,1575,20960,1990
"39119",21355,7497,72411,1990
"39121",2683,550,8984,1990
"39123",8622,4891,35989,1990
"39125",4676,1166,16890,1990
"39127",8849,1741,28039,1990
"39129",20406,6666,69560,1990
"39131",7258,1729,19137,1990
"39133",56898,59465,287501,1990
"39135",9864,2444,36055,1990
"39137",6554,2638,28678,1990
"39139",81238,40495,312429,1990
"39141",18507,6330,58972,1990
"39143",13767,6697,59760,1990
"39145",27023,6806,75090,1990
"39147",13532,5572,54953,1990
"39149",11187,4750,41352,1990
"39151",229782,142648,969977,1990
"39153",338038,328782,1636743,1990
"39155",151681,72911,617796,1990
"39157",24158,8022,87566,1990
"39159",11037,5656,47119,1990
"39161",6693,2909,30546,1990
"39163",3463,480,8798,1990
"39165",64740,53762,280166,1990
"39167",25165,15184,111336,1990
"39169",24167,14321,96453,1990
"39171",8494,3230,35698,1990
"39173",35542,51682,227976,1990
"39175",5347,1951,22185,1990
"39NA",5457394,4600504,23919088,1990
"39001",8983,1134,21331,1990
"39003",59257,29235,249272,1990
"39005",10721,6208,44667,1990
"39007",26387,8788,97032,1990
"39009",10646,9824,42010,1990
"39011",17709,7278,75303,1990
"39013",47656,14875,168930,1990
"39015",10133,2179,28557,1990
"39017",197487,147439,811916,1990
"39019",11037,3137,38746,1990
"39021",8252,3259,32637,1990
"39023",99728,44645,364921,1990
"39025",83697,49251,320713,1990
"39027",8907,4029,33646,1990
"39029",29618,8776,104146,1990
"39031",9259,2900,32831,1990
"39033",14078,4724,51040,1990
"39035",959130,984164,4275464,1990
"39037",13812,4496,50469,1990
"39039",8027,4770,35442,1990
"39041",16662,35893,116610,1990
"39043",19625,13503,89980,1990
"39045",36141,27554,170902,1990
"39047",9640,2241,26701,1990
"39049",487082,829475,2853026,1990
"39051",11904,6253,57431,1990
"39053",8329,2641,23120,1990
"39055",20178,38650,126785,1990
"39057",59858,95904,354361,1990
"39059",52587,17127,183980,1990
"39061",1104928,1366458,5131939,1990
"39063",51726,59062,310837,1990
"39065",36348,16076,138885,1990
"39067",23520,5582,78036,1990
"39069",32185,13899,134069,1990
"39071",55402,13460,164590,1990
"39073",37980,9525,118083,1990
"39075",67237,8288,127370,1990
"39077",65923,24577,257239,1990
"39079",55152,11293,141910,1990
"39081",143421,47604,513514,1990
"39083",54314,28277,219668,1990
"39085",293482,272894,1568933,1990
"39087",127802,32173,378457,1990
"39089",188063,102301,791268,1990
"39091",49655,17282,195579,1990
"39093",402311,222837,1720230,1990
"39095",615261,514994,2838805,1990
"39097",53969,17310,182742,1990
"39099",396132,256868,1692091,1990
"39101",76392,29667,296206,1990
"39103",130214,130673,736345,1990
"39105",38611,7678,106988,1990
"39107",43203,15276,177212,1990
"39109",119260,71543,510576,1990
"39111",22479,5109,73936,1990
"39113",733302,748875,3525494,1990
"39115",17224,4778,62398,1990
"39117",5966,1575,20960,1990
"39119",21355,7497,72411,1990
"39121",2683,550,8984,1990
"39123",8622,4891,35989,1990
"39125",4676,1166,16890,1990
"39127",8849,1741,28039,1990
"39129",20406,6666,69560,1990
"39131",7258,1729,19137,1990
"39133",56898,59465,287501,1990
"39135",9864,2444,36055,1990
"39137",6554,2638,28678,1990
"39139",81238,40495,312429,1990
"39141",18507,6330,58972,1990
"39143",13767,6697,59760,1990
"39145",27023,6806,75090,1990
"39147",13532,5572,54953,1990
"39149",11187,4750,41352,1990
"39151",229782,142648,969977,1990
"39153",338038,328782,1636743,1990
"39155",151681,72911,617796,1990
"39157",24158,8022,87566,1990
"39159",11037,5656,47119,1990
"39161",6693,2909,30546,1990
"39163",3463,480,8798,1990
"39165",64740,53762,280166,1990
"39167",25165,15184,111336,1990
"39169",24167,14321,96453,1990
"39171",8494,3230,35698,1990
"39173",35542,51682,227976,1990
"39175",5347,1951,22185,1990
"39NA",5457394,4600504,23919088,1990
"39001",8983,1134,21331,1990
"39003",59257,29235,249272,1990
"39005",10721,6208,44667,1990
"39007",26387,8788,97032,1990
"39009",10646,9824,42010,1990
"39011",17709,7278,75303,1990
"39013",47656,14875,168930,1990
"39015",10133,2179,28557,1990
"39017",197487,147439,811916,1990
"39019",11037,3137,38746,1990
"39021",8252,3259,32637,1990
"39023",99728,44645,364921,1990
"39025",83697,49251,320713,1990
"39027",8907,4029,33646,1990
"39029",29618,8776,104146,1990
"39031",9259,2900,32831,1990
"39033",14078,4724,51040,1990
"39035",959130,984164,4275464,1990
"39037",13812,4496,50469,1990
"39039",8027,4770,35442,1990
"39041",16662,35893,116610,1990
"39043",19625,13503,89980,1990
"39045",36141,27554,170902,1990
"39047",9640,2241,26701,1990
"39049",487082,829475,2853026,1990
"39051",11904,6253,57431,1990
"39053",8329,2641,23120,1990
"39055",20178,38650,126785,1990
"39057",59858,95904,354361,1990
"39059",10161,3435,35420,1990
"39061",533782,663216,2475061,1990
"39063",11568,13276,68167,1990
"39065",7632,3380,28761,1990
"39067",4548,1106,15234,1990
"39069",6553,2841,27101,1990
"39071",10630,2624,31150,1990
"39073",6930,1767,21249,1990
"39075",10651,1472,21026,1990
"39077",13831,5305,53761,1990
"39079",10770,2323,28216,1990
"39081",57213,20226,205078,1990
"39083",10490,5573,42362,1990
"39085",137134,127658,735497,1990
"39087",49574,13267,149311,1990
"39089",75953,39847,311826,1990
"39091",9881,3404,38757,1990
"39093",186305,103527,794082,1990
"39095",296799,245246,1359763,1990
"39097",15851,5100,53346,1990
"39099",182634,118256,776365,1990
"39101",16626,6093,61834,1990
"39103",50672,49163,280831,1990
"39105",6949,1378,19136,1990
"39107",8745,3156,35696,1990
"39109",38170,22181,160896,1990
"39111",3909,975,13138,1990
"39113",348192,356589,1674584,1990
"39115",2938,818,10774,1990
"39117",35312,8889,123338,1990
"39119",105175,37809,369339,1990
"39121",15667,2968,52262,1990
"39123",45930,26461,193471,1990
"39125",24548,6326,89742,1990
"39127",45281,8491,143797,1990
"39129",70518,23124,242324,1990
"39131",42172,8767,107991,1990
"39133",156393,142524,768075,1990
"39135",51540,13076,187759,1990
"39137",32732,13156,147112,1990
"39139",196342,95143,764169,1990
"39141",98619,30360,309508,1990
"39143",63897,31207,282252,1990
"39145",133985,31916,370344,1990
"39147",64574,27076,267125,1990
"39149",54549,22540,202212,1990
"39151",543456,341986,2326061,1990
"39153",703480,700638,3435495,1990
"39155",354835,170585,1459656,1990
"39157",115616,37488,414806,1990
"39159",37767,20122,163741,1990
"39161",30549,13781,145896,1990
"39163",20647,2496,50330,1990
"39165",167964,129746,704318,1990
"39167",78253,46366,349632,1990
"39169",120185,65249,462675,1990
"39171",41158,15620,174328,1990
"39173",95416,132436,601734,1990
"39175",25015,9433,107547,1990
"40NA",1819643,1632893,8036468,1990
"40001",23635,6053,56730,1990
"40003",7192,5902,32894,1990
"40005",23056,6622,58036,1990
"40007",6687,4404,28458,1990
"40009",33268,12933,101591,1990
"40011",15928,7629,57550,1990
"40013",49419,25629,149782,1990
"40015",40746,15226,122514,1990
"40017",81122,86909,493136,1990
"40019",60227,30726,213126,1990
"40021",36270,27564,121942,1990
"40023",26650,4823,64111,1990
"40025",3914,2501,15591,1990
"40027",165920,280776,1077312,1990
"40029",11164,2475,27735,1990
"40031",102638,119079,583657,1990
"40033",12327,3190,34191,1990
"40035",22403,6765,67059,1990
"40037",100510,36351,332186,1990
"40039",26702,26377,119109,1990
"40041",41044,15165,126582,1990
"40043",9565,3841,30733,1990
"40045",6182,3348,23679,1990
"40047",71128,54811,311221,1990
"40049",50153,14337,139521,1990
"40051",63169,27860,207491,1990
"40053",6480,4640,29572,1990
"40055",12129,3816,36707,1990
"40057",6430,2247,18067,1990
"40059",5099,2934,21336,1990
"40061",23359,4538,53180,1990
"40063",26406,4987,64036,1990
"40065",28441,22684,125605,1990
"40067",15496,2698,38588,1990
"40069",18200,4592,46261,1990
"40071",54756,46907,243692,1990
"40073",15415,9763,68676,1990
"40075",19039,7004,58384,1990
"40077",17269,5423,46512,1990
"40079",83082,20376,212257,1990
"40081",43967,14468,142406,1990
"40083",37010,18675,131512,1990
"40085",12732,3530,39365,1990
"40087",35002,17979,130108,1990
"40089",52994,14567,136035,1990
"40091",30619,9267,79335,1990
"40093",11509,5140,39398,1990
"40095",22307,5736,57204,1990
"40097",49037,17347,156175,1990
"40099",23134,8758,63485,1990
"40101",88550,40943,287909,1990
"40103",13754,6879,51441,1990
"40105",16150,3702,48396,1990
"40107",18334,3844,47253,1990
"40109",704693,905532,3708800,1990
"40111",51746,15251,159158,1990
"40113",58125,27012,206993,1990
"40115",43482,14265,133010,1990
"40117",21259,8418,78203,1990
"40119",43459,69108,237546,1990
"40121",73034,22066,205192,1990
"40123",47425,30288,158607,1990
"40125",90584,39225,308242,1990
"40127",22706,4234,53073,1990
"40129",6081,2167,22007,1990
"40131",64981,39320,294217,1990
"40133",41438,11728,113283,1990
"40135",62317,15257,159271,1990
"40137",66308,35655,233438,1990
"40139",16569,11793,73883,1990
"40141",14986,6174,47570,1990
"40143",576700,901247,3490273,1990
"40145",61405,33243,258510,1990
"40147",48915,69893,256447,1990
"40149",20856,7138,63528,1990
"40151",10785,10557,45020,1990
"40153",23282,12015,89896,1990
"42NA",6528860,5397569,27148456,1990
"42001",119743,54137,405255,1990
"42003",1943108,2291749,9714229,1990
"42005",104763,29513,363463,1990
"42007",315834,153943,1260084,1990
"42009",71059,17708,225848,1990
"42011",631132,336688,2152613,1990
"42013",220760,92042,878786,1990
"42015",69149,36548,285656,1990
"42017",586202,837877,3441558,1990
"42019",154376,112791,722319,1990
"42021",298857,119167,1058586,1990
"42023",7773,2868,29338,1990
"42025",102036,28237,335532,1990
"42027",90277,199849,589352,1990
"42029",306874,796778,2209983,1990
"42031",48741,21476,180865,1990
"42033",112292,32683,379754,1990
"42035",48188,20381,175251,1990
"42037",90530,41612,335076,1990
"42039",102373,47488,398503,1990
"42041",217139,283224,1207345,1990
"42043",291070,289480,1440092,1990
"42045",297852,422168,1682732,1990
"42047",8094,3424,33330,1990
"42049",156270,114929,697819,1990
"42051",78438,23880,248303,1990
"42053",1063,326,3725,1990
"42055",31657,14003,106439,1990
"42057",3455,739,9542,1990
"42059",10059,3833,31773,1990
"42061",10029,3694,35705,1990
"42063",17103,10198,67242,1990
"42065",12081,4208,43915,1990
"42067",5238,1149,15382,1990
"42069",214085,111966,781705,1990
"42071",241580,164640,893336,1990
"42073",31835,13454,116922,1990
"42075",60445,24950,205924,1990
"42077",227670,170851,900562,1990
"42079",281905,130090,992424,1990
"42081",72442,37290,288711,1990
"42083",10615,5622,43974,1990
"42085",69407,40631,285187,1990
"42087",13722,3888,43750,1990
"42089",30393,24146,136336,1990
"42091",321495,661926,2061407,1990
"42093",4248,3487,17451,1990
"42095",178011,113653,662236,1990
"42097",34297,9020,106582,1990
"42099",17203,5848,63433,1990
"42101",1132608,673500,3551058,1990
"42103",4357,3050,20857,1990
"42105",3901,1580,15167,1990
"42107",53540,13556,170087,1990
"42109",9928,3451,29823,1990
"42111",42245,12978,137998,1990
"42113",1484,497,5108,1990
"42115",8237,3646,33574,1990
"42117",9005,4768,33494,1990
"42119",6859,5361,27506,1990
"42121",15896,6900,61707,1990
"42123",9574,4928,42349,1990
"42125",143786,77759,537598,1990
"42127",8315,4221,31985,1990
"42129",211181,156536,970614,1990
"42131",8400,5121,37783,1990
"42133",215504,119282,802245,1990
"42NA",6528860,5397569,27148456,1990
"42001",32923,15191,112155,1990
"42003",949316,1122463,4740829,1990
"42005",19737,5729,68869,1990
"42007",137112,65371,535350,1990
"42009",11641,3056,37316,1990
"42011",254254,137140,863525,1990
"42013",91418,38366,362582,1990
"42015",12473,6950,52046,1990
"42017",244004,335929,1413462,1990
"42019",30014,23229,142053,1990
"42021",115593,48883,413496,1990
"42023",1473,558,5728,1990
"42025",31170,8629,102654,1990
"42027",27613,84391,213092,1990
"42029",115600,305468,841923,1990
"42031",8547,4148,32053,1990
"42033",20570,6739,72758,1990
"42035",9566,4217,35133,1990
"42037",26882,12290,98556,1990
"42039",18841,9460,74653,1990
"42041",77567,112578,462457,1990
"42043",123064,126382,617528,1990
"42045",633798,914036,3608948,1990
"42047",42516,16366,170544,1990
"42049",367986,276653,1676761,1990
"42051",260058,76950,814205,1990
"42053",6943,1880,23591,1990
"42055",173371,71387,571145,1990
"42057",22325,4579,61946,1990
"42059",58281,20639,182325,1990
"42061",55515,19498,197483,1990
"42063",99765,54670,383100,1990
"42065",61959,20510,226033,1990
"42067",33192,6987,95644,1990
"42069",449525,242016,1665529,1990
"42071",679988,424500,2422832,1990
"42073",133391,58634,494832,1990
"42075",192187,77180,648472,1990
"42077",505776,393559,2032120,1990
"42079",655597,304384,2330466,1990
"42081",187888,93282,741423,1990
"42083",54799,27834,226740,1990
"42085",181205,104627,745003,1990
"42087",71328,19680,224998,1990
"42089",110721,87536,500530,1990
"42091",720519,1498488,4640615,1990
"42093",21906,16459,88191,1990
"42095",424911,270787,1597078,1990
"42097",158539,42806,501058,1990
"42099",60871,19750,220927,1990
"42101",1132608,673500,3551058,1990
"42103",4357,3050,20857,1990
"42105",3901,1580,15167,1990
"42107",53540,13556,170087,1990
"42109",9928,3451,29823,1990
"42111",42245,12978,137998,1990
"42113",1484,497,5108,1990
"42115",8237,3646,33574,1990
"42117",9005,4768,33494,1990
"42119",6859,5361,27506,1990
"42121",15896,6900,61707,1990
"42123",9574,4928,42349,1990
"42125",143786,77759,537598,1990
"42127",8315,4221,31985,1990
"42129",211181,156536,970614,1990
"42131",8400,5121,37783,1990
"42133",215504,119282,802245,1990
"42NA",6528860,5397569,27148456,1990
"42001",32923,15191,112155,1990
"42003",949316,1122463,4740829,1990
"42005",19737,5729,68869,1990
"42007",137112,65371,535350,1990
"42009",11641,3056,37316,1990
"42011",254254,137140,863525,1990
"42013",91418,38366,362582,1990
"42015",12473,6950,52046,1990
"42017",244004,335929,1413462,1990
"42019",30014,23229,142053,1990
"42021",115593,48883,413496,1990
"42023",1473,558,5728,1990
"42025",31170,8629,102654,1990
"42027",27613,84391,213092,1990
"42029",115600,305468,841923,1990
"42031",8547,4148,32053,1990
"42033",20570,6739,72758,1990
"42035",9566,4217,35133,1990
"42037",26882,12290,98556,1990
"42039",18841,9460,74653,1990
"42041",77567,112578,462457,1990
"42043",123064,126382,617528,1990
"42045",297852,422168,1682732,1990
"42047",8094,3424,33330,1990
"42049",156270,114929,697819,1990
"42051",78438,23880,248303,1990
"42053",1063,326,3725,1990
"42055",31657,14003,106439,1990
"42057",3455,739,9542,1990
"42059",10059,3833,31773,1990
"42061",10029,3694,35705,1990
"42063",17103,10198,67242,1990
"42065",12081,4208,43915,1990
"42067",5238,1149,15382,1990
"42069",214085,111966,781705,1990
"42071",241580,164640,893336,1990
"42073",31835,13454,116922,1990
"42075",60445,24950,205924,1990
"42077",227670,170851,900562,1990
"42079",281905,130090,992424,1990
"42081",72442,37290,288711,1990
"42083",10615,5622,43974,1990
"42085",69407,40631,285187,1990
"42087",13722,3888,43750,1990
"42089",30393,24146,136336,1990
"42091",321495,661926,2061407,1990
"42093",4248,3487,17451,1990
"42095",178011,113653,662236,1990
"42097",34297,9020,106582,1990
"42099",17203,5848,63433,1990
"42101",2265216,1347000,7102116,1990
"42103",27859,19352,133381,1990
"42105",20863,7820,79853,1990
"42107",251570,63842,798581,1990
"42109",57514,17581,164361,1990
"42111",139307,40482,450226,1990
"42113",8726,2615,29624,1990
"42115",45713,21106,190576,1990
"42117",50723,23938,186746,1990
"42119",40171,27639,153116,1990
"42121",76166,32016,295725,1990
"42123",51454,24122,222061,1990
"42125",358508,189143,1348048,1990
"42127",49019,24729,190385,1990
"42129",545189,386420,2473200,1990
"42131",31584,18855,141673,1990
"42133",564488,302510,2104245,1990
"45NA",1019145,999017,4305863,1990
"45001",28482,11299,80070,1990
"45003",145806,125324,605857,1990
"45005",6157,3325,19485,1990
"45007",255444,110382,757668,1990
"45009",9839,4799,33025,1990
"45011",17661,9659,56552,1990
"45013",26884,98173,297828,1990
"45015",107508,74013,562625,1990
"45017",7494,5613,31074,1990
"45019",215740,391744,1349598,1990
"45021",70285,17789,171087,1990
"45023",36573,11715,97277,1990
"45025",51168,12373,123771,1990
"45027",20321,9259,61449,1990
"45029",26999,11115,91200,1990
"45031",57774,29363,183119,1990
"45033",31092,8483,77287,1990
"45035",61541,80709,383247,1990
"45037",12361,8538,48656,1990
"45039",15301,7395,48020,1990
"45041",118554,88710,438696,1990
"45043",39075,29440,139040,1990
"45045",461643,436015,1841905,1990
"45047",60972,39947,201915,1990
"45049",12662,4950,41898,1990
"45051",149063,129610,709087,1990
"45053",11730,2298,31452,1990
"45055",40291,22409,149831,1990
"45057",72949,21801,197756,1990
"45059",75584,26885,199979,1990
"45061",11550,3445,34464,1990
"45063",189483,211190,938037,1990
"45065",6635,2387,19009,1990
"45067",27049,10060,77160,1990
"45069",30796,8112,72926,1990
"45071",32478,17854,109457,1990
"45073",92377,35072,253996,1990
"45075",51936,29139,178084,1990
"45077",144827,74355,426410,1990
"45079",152168,429691,1148553,1990
"45081",18349,5659,54527,1990
"45083",370036,190379,1121477,1990
"45085",63444,66606,334319,1990
"45087",46091,9599,109629,1990
"45089",22074,9372,63941,1990
"45091",182150,124391,629875,1990
"46NA",225078,222848,1124514,1990
"46003",4632,1758,15557,1990
"46005",22641,14152,92974,1990
"46007",1979,1267,9026,1990
"46009",11743,4138,35981,1990
"46011",17781,26436,99228,1990
"46013",37425,34767,168518,1990
"46015",6620,3812,24808,1990
"46017",334,171,1874,1990
"46019",9360,4732,37664,1990
"46021",3592,1085,10227,1990
"46023",12010,4269,38958,1990
"46025",6547,2165,21995,1990
"46027",7328,16830,46066,1990
"46029",25915,14233,108657,1990
"46031",3628,1901,12340,1990
"46033",5811,5179,29719,1990
"46035",20436,12658,85053,1990
"46037",10552,3984,34187,1990
"46039",7236,2250,23028,1990
"46041",3016,1803,10510,1990
"46043",7605,2025,18071,1990
"46045",8225,2601,22700,1990
"46047",9768,6638,38452,1990
"46049",4619,1524,14110,1990
"46051",10677,3868,41045,1990
"46053",7627,3162,26318,1990
"46055",1877,1476,11518,1990
"46057",7498,2719,24294,1990
"46059",5781,2712,21397,1990
"46061",3890,2193,14387,1990
"46063",1253,1209,7428,1990
"46065",10088,18596,69753,1990
"46067",16516,4981,43729,1990
"46069",2502,1278,8761,1990
"46071",1610,1195,8188,1990
"46073",4035,1440,12704,1990
"46075",1595,952,6578,1990
"46077",8104,3592,30993,1990
"46079",10222,9452,50413,1990
"46081",17470,18521,96229,1990
"46083",15266,12837,75438,1990
"46085",3649,1589,13375,1990
"46087",8203,3406,28623,1990
"46089",9676,1792,17907,1990
"46091",8206,2586,24317,1990
"46093",16502,15107,90950,1990
"46095",1275,1044,5821,1990
"46097",4803,1707,16475,1990
"46099",141390,187359,858091,1990
"46101",7545,4075,28844,1990
"46103",71991,109338,497637,1990
"46105",5540,2556,20200,1990
"46107",4725,2061,16534,1990
"46109",16129,5139,43287,1990
"46111",3567,2245,13712,1990
"46113",767,1340,3335,1990
"46115",10612,5092,39670,1990
"46117",2476,1615,11029,1990
"46119",1666,1014,7903,1990
"46121",1418,2363,7961,1990
"46123",8878,2924,31524,1990
"46125",12247,5512,44313,1990
"46127",13741,7091,52820,1990
"46129",9071,4531,31310,1990
"46135",21240,17732,93432,1990
"46137",1192,666,4384,1990
"47NA",2288516,1746660,8465475,1990
"47001",102331,71335,378585,1990
"47003",56031,14467,133115,1990
"47005",31076,5328,70849,1990
"47007",21186,2421,43908,1990
"47009",169025,82478,543992,1990
"47011",120660,41399,339226,1990
"47013",86666,10882,164632,1990
"47015",22031,3373,48466,1990
"47017",54391,9649,123870,1990
"47019",139678,37790,333944,1990
"47021",47310,14392,137060,1990
"47023",23101,4922,51462,1990
"47025",58040,9773,118690,1990
"47027",17760,2545,34440,1990
"47029",67464,7617,135921,1990
"47031",65937,30117,190641,1990
"47033",23314,3994,56875,1990
"47035",68246,17726,170381,1990
"47037",741465,892801,3406334,1990
"47039",23644,2541,49976,1990
"47041",34550,5898,69370,1990
"47043",67517,16753,176340,1990
"47045",66403,15180,151585,1990
"47047",22995,7145,69039,1990
"47049",36857,4468,66968,1990
"47051",56787,21554,156816,1990
"47053",79201,16701,196336,1990
"47055",41072,10174,108185,1990
"47057",47782,4296,89283,1990
"47059",112308,28359,268616,1990
"47061",34329,3387,62309,1990
"47063",90299,26721,234819,1990
"47065",431362,382593,1760577,1990
"47067",17791,1606,31056,1990
"47069",28603,6827,72246,1990
"47071",47769,6340,105085,1990
"47073",107926,23739,265476,1990
"47075",19637,6271,49349,1990
"47077",43769,6585,97236,1990
"47079",49946,11319,128320,1990
"47081",34063,5377,75760,1990
"47083",15796,2211,33598,1990
"47085",26839,7122,74923,1990
"47087",24517,3036,44626,1990
"47089",67883,20649,172491,1990
"47091",35000,3351,66319,1990
"47093",526200,522224,2113772,1990
"47095",13228,1768,27888,1990
"47097",35078,5416,78562,1990
"47099",75671,11013,164246,1990
"47101",21125,2099,43191,1990
"47103",50659,12121,123330,1990
"47105",55640,14373,152519,1990
"47107",84607,21646,197593,1990
"47109",44685,5764,105945,1990
"47111",37853,4072,74540,1990
"47113",99148,70145,370489,1990
"47115",61734,8541,128709,1990
"47117",38595,7719,96819,1990
"47119",75644,31247,230697,1990
"47121",17033,2472,36269,1990
"47123",68847,10645,138650,1990
"47125",101102,94962,507044,1990
"47127",7848,2904,23736,1990
"47129",33561,2878,76526,1990
"47131",53996,12738,142694,1990
"47133",46800,5895,83974,1990
"47135",14928,2181,31708,1990
"47137",11879,1997,21983,1990
"47139",31133,3701,63761,1990
"47141",85274,38465,229940,1990
"47143",49444,9642,111365,1990
"47145",76188,30968,229419,1990
"47147",67244,20438,200716,1990
"47149",132254,104928,541105,1990
"47151",38720,5391,79933,1990
"47153",23240,3650,47620,1990
"47155",103753,30998,282870,1990
"47157",536853,957598,3470485,1990
"47159",30399,4128,65707,1990
"47161",18853,3591,45983,1990
"47163",334140,161544,1012851,1990
"47165",162997,92699,599749,1990
"47167",50099,10994,147265,1990
"47169",12544,1994,24669,1990
"47171",38658,8988,96281,1990
"47173",37913,3019,69554,1990
"47175",11649,930,22395,1990
"47177",64862,12809,152461,1990
"47179",188433,124648,612275,1990
"47181",31484,3292,64571,1990
"47183",58861,14908,138568,1990
"47185",45110,7366,95750,1990
"47187",68884,161409,437049,1990
"47189",96838,61311,365837,1990
"48NA",7949358,9231378,36272693,1990
"48001",43574,19648,164798,1990
"48003",16462,5903,51430,1990
"48005",82902,40224,266362,1990
"48007",22610,12591,79347,1990
"48009",10948,5138,40678,1990
"48011",2201,1426,10023,1990
"48013",42754,10990,113525,1990
"48015",27352,12652,82527,1990
"48017",13611,2520,31335,1990
"48019",11846,9009,52821,1990
"48021",38430,22236,145370,1990
"48023",7588,2435,22524,1990
"48025",28489,13221,88531,1990
"48027",167884,182782,893298,1990
"48029",1538760,1420347,6313505,1990
"48031",8624,3815,28920,1990
"48033",1029,644,3661,1990
"48035",26191,8386,75521,1990
"48037",103074,68437,417374,1990
"48039",179272,150289,884760,1990
"48041",71997,199131,497993,1990
"48043",10250,10972,38704,1990
"48045",2407,1125,8552,1990
"48047",16137,1883,30260,1990
"48049",47308,21943,153323,1990
"48051",19663,5659,51603,1990
"48053",31951,16230,110381,1990
"48055",30675,11885,90816,1990
"48057",23227,8269,73656,1990
"48059",17754,5723,57746,1990
"48061",614523,167945,1280840,1990
"48063",10942,4522,35676,1990
"48065",7102,4435,31176,1990
"48067",37017,11612,117940,1990
"48069",7106,3830,26232,1990
"48071",21884,11300,84985,1990
"48073",51336,18157,159407,1990
"48075",9435,3196,27859,1990
"48077",15575,5667,49905,1990
"48079",4905,1893,14638,1990
"48081",6255,2126,17873,1990
"48083",19236,4967,48969,1990
"48085",146433,682612,1637514,1990
"48087",5455,2185,16170,1990
"48089",24852,9485,69521,1990
"48091",63817,59803,282270,1990
"48093",26066,6280,65065,1990
"48095",6417,1519,14455,1990
"48097",38529,17071,139654,1990
"48099",41988,31831,250844,1990
"48101",4653,1256,10632,1990
"48103",2872,1872,15336,1990
"48105",8121,3001,19444,1990
"48107",11866,3359,28740,1990
"48109",4462,1543,11015,1990
"48111",7187,1931,23505,1990
"48113",1679590,3118425,9954926,1990
"48115",18972,5908,51058,1990
"48117",23261,8963,66540,1990
"48119",7756,2854,22722,1990
"48121",185317,543140,1616125,1990
"48123",30270,8252,75379,1990
"48125",4412,1474,12078,1990
"48127",18898,3124,32714,1990
"48129",1291,465,4159,1990
"48131",5110,757,10237,1990
"48133",7340,2266,20119,1990
"48135",88682,43302,325880,1990
"48137",852,248,1989,1990
"48139",26969,16802,110710,1990
"48141",521227,255991,1508964,1990
"48143",6863,5380,24690,1990
"48145",4112,1313,11762,1990
"48147",8448,2932,24071,1990
"48149",6786,1705,17051,1990
"48151",1641,553,4527,1990
"48153",1998,946,6553,1990
"48155",690,224,1882,1990
"48157",49590,147049,408718,1990
"48159",2232,771,6592,1990
"48161",3855,1304,12473,1990
"48163",4225,786,8909,1990
"48165",3850,1291,10011,1990
"48167",119629,133977,601628,1990
"48169",2091,487,4916,1990
"48171",5193,2951,16780,1990
"48173",177,78,682,1990
"48175",1544,559,4348,1990
"48177",5481,1332,12747,1990
"48179",7542,3431,27699,1990
"48181",67795,38120,247353,1990
"48183",50367,53993,264872,1990
"48185",3604,1253,10698,1990
"48187",26836,16786,106102,1990
"48189",8887,4304,27465,1990
"48191",1293,441,4168,1990
"48193",3155,943,8412,1990
"48195",1164,963,5593,1990
"48197",1906,646,5635,1990
"48199",17925,7913,71353,1990
"48201",1198711,1921160,6329386,1990
"48203",16512,9567,67755,1990
"48205",564,828,3948,1990
"48207",2466,748,6940,1990
"48209",14921,21614,74294,1990
"48211",956,500,3805,1990
"48213",17394,5767,51634,1990
"48215",351350,104738,736706,1990
"48217",9021,2700,23881,1990
"48219",6165,2771,19274,1990
"48221",6207,3516,23768,1990
"48223",8837,3069,25168,1990
"48225",4287,1848,14255,1990
"48227",8827,4155,29592,1990
"48229",798,167,1678,1990
"48231",15894,10009,55453,1990
"48233",6909,3539,26469,1990
"48235",428,195,1489,1990
"48237",2668,750,7038,1990
"48239",4345,1271,10775,1990
"48241",7561,2318,22352,1990
"48243",304,316,1179,1990
"48245",116067,113867,597764,1990
